CALDT,TDBID,TDASK
20151015,100.1953125,100.2578125
20151016,99.84375,99.90625
20151019,99.859375,99.921875
20151020,99.1328125,99.1953125
20151021,100.1796875,100.2421875
20151022,100.265625,100.328125
20151023,99.4296875,99.4921875
20151026,100.1015625,100.1640625
20151027,100.2578125,100.3203125
20151028,99.8828125,99.9453125
20151029,98.2890625,98.3515625
20151030,99.0390625,99.1015625
20151102,98.5859375,98.6484375
20151103,97.640625,97.703125
20151104,97.6796875,97.7421875
20151105,97.5,97.5625
20151106,95.890625,95.953125
20151109,95.453125,95.515625
20151110,95.3203125,95.3828125
20151112,95.8125,95.875
20151113,96.3203125,96.3828125
20151116,96.15625,96.21875
20151117,96.28125,96.34375
20151118,96.5,96.5625
20151119,97.15625,97.21875
20151120,96.9453125,97.0078125
20151123,97.5,97.5625
20151124,97.3046875,97.3671875
20151125,97.453125,97.515625
20151127,97.4375,97.5
20151130,97.8671875,97.9296875
20151201,99.25,99.3125
20151202,99.140625,99.203125
20151203,96.3046875,96.3671875
20151204,97.140625,97.203125
20151207,98.0859375,98.1484375
20151208,98.203125,98.265625
20151209,97.8359375,97.8984375
20151210,97.96875,98.03125
20151211,99.84375,99.90625
20151214,98.25,98.3125
20151215,97.6171875,97.6796875
20151216,97.2734375,97.3359375
20151217,98.8046875,98.8671875
20151218,98.875,98.9375
20151221,99.0859375,99.1484375
20151222,98.2265625,98.2890625
20151223,97.6484375,97.7109375
20151224,98.140625,98.203125
20151228,98.46875,98.53125
20151229,96.6875,96.75
20151230,96.7578125,96.8203125
20151231,99.640625,99.703125
20160104,100.21875,100.28125
20160105,100.0625,100.125
20160106,101.1953125,101.2578125
20160107,101.421875,101.484375
20160108,101.7734375,101.8359375
20160111,100.5859375,100.6484375
20160112,102.3203125,102.3828125
20160113,102.328125,102.390625
20160114,102.2109375,102.2734375
20160115,103.6953125,103.7578125
20160119,103.4609375,103.5234375
20160120,104.984375,105.046875
20160121,103.765625,103.828125
20160122,103.484375,103.546875
20160125,104.3125,104.375
20160126,104.296875,104.359375
20160127,103.96875,104.03125
20160128,104.2734375,104.3359375
20160129,105.1328125,105.1953125
20160201,104.7734375,104.8359375
20160202,107,107.0625
20160203,105.8046875,105.8671875
20160204,106.5859375,106.6484375
20160205,106.71875,106.78125
20160208,108.7265625,108.7890625
20160209,109.3203125,109.3828125
20160210,110.703125,110.765625
20160211,110.46875,110.53125
20160212,108.3515625,108.4140625
20160216,107.578125,107.640625
20160217,106.5859375,106.6484375
20160218,108.25,108.3125
20160219,108.296875,108.359375
20160222,108.375,108.4375
20160223,108.9140625,108.9765625
20160224,108.3203125,108.3828125
20160225,108.53125,108.59375
20160226,107.6171875,107.6796875
20160229,108.015625,108.078125
20160301,106.25,106.3125
20160302,106.5390625,106.6015625
20160303,107.0703125,107.1328125
20160304,106.3203125,106.3828125
20160307,106.0703125,106.1328125
20160308,107.5625,107.625
20160309,106.96875,107.03125
20160310,106.328125,106.390625
20160311,105.109375,105.171875
20160314,105.5546875,105.6171875
20160315,105.6015625,105.6640625
20160316,106.03125,106.09375
20160317,106.5390625,106.6015625
20160318,106.7109375,106.7734375
20160321,105.8671875,105.9296875
20160322,105.7734375,105.8359375
20160323,107.109375,107.171875
20160324,106.8046875,106.8671875
20160328,107.1484375,107.2109375
20160329,108.359375,108.421875
20160330,107.2421875,107.3046875
20160331,97.6484375,97.7109375
20160401,97.9140625,97.9765625
20160404,97.9609375,98.0234375
20160405,99.03125,99.09375
20160406,98.2109375,98.2734375
20160407,99.625,99.6875
20160408,98.8828125,98.9453125
20160411,98.671875,98.734375
20160412,97.9375,98
20160413,98.21875,98.28125
20160414,97.890625,97.953125
20160415,98.734375,98.796875
20160418,98.3046875,98.3671875
20160419,98.0234375,98.0859375
20160420,96.796875,96.859375
20160421,96.1796875,96.2421875
20160422,95.7421875,95.8046875
20160425,95.2109375,95.2734375
20160426,94.8125,94.875
20160427,95.875,95.9375
20160428,96.265625,96.328125
20160429,96.3359375,96.3984375
20160502,95.40625,95.46875
20160503,96.734375,96.796875
20160504,97.25,97.3125
20160505,97.8359375,97.8984375
20160506,97.3359375,97.3984375
20160509,97.7265625,97.7890625
20160510,97.65625,97.71875
20160511,98.3046875,98.3671875
20160512,97.9296875,97.9921875
20160513,98.859375,98.921875
20160516,97.921875,97.984375
20160517,97.84375,97.90625
20160518,96.6328125,96.6953125
20160519,96.953125,97.015625
20160520,97.1875,97.25
20160523,97.2890625,97.3515625
20160524,96.890625,96.953125
20160525,96.4921875,96.5546875
20160526,96.9453125,97.0078125
20160527,96.84375,96.90625
20160531,96.8125,96.875
20160601,97.4609375,97.5234375
20160602,98.1953125,98.2578125
20160603,99.6640625,99.7265625
20160606,98.6875,98.75
20160607,99.015625,99.078125
20160608,99.6953125,99.7578125
20160609,100.1328125,100.1953125
20160610,100.8828125,100.9453125
20160613,101.4375,101.5
20160614,101.4921875,101.5546875
20160615,101.84375,101.90625
20160616,102.03125,102.09375
20160617,101.5625,101.625
20160620,99.9765625,100.0390625
20160621,99.6171875,99.6796875
20160622,99.875,99.9375
20160623,98.7265625,98.7890625
20160624,101.765625,101.828125
20160627,104.90625,104.96875
20160628,104.6875,104.75
20160629,103.7109375,103.7734375
20160630,104.609375,104.671875
20160701,105.953125,106.015625
20160705,107.546875,107.609375
20160706,107.9140625,107.9765625
20160707,108.0078125,108.0703125
20160708,108.8046875,108.8671875
20160711,107.8671875,107.9296875
20160712,105.953125,105.984375
20160713,107.1328125,107.1953125
20160714,105.3125,105.375
20160715,105.0078125,105.0703125
20160718,104.3828125,104.4453125
20160719,105.0078125,105.0703125
20160720,104.3125,104.375
20160721,104.46875,104.53125
20160722,104.6328125,104.6953125
20160725,104.53125,104.59375
20160726,104.625,104.6875
20160727,106.2265625,106.2890625
20160728,105.7734375,105.8359375
20160729,106.8828125,106.9453125
20160801,104.9140625,104.9765625
20160802,104.109375,104.171875
20160803,104.34375,104.40625
20160804,105.234375,105.296875
20160805,103.953125,104.015625
20160808,104.0546875,104.1171875
20160809,105.1015625,105.1640625
20160810,105.84375,105.90625
20160811,104.859375,104.921875
20160812,105.859375,105.921875
20160815,104.6875,104.75
20160816,104.3984375,104.4609375
20160817,105.2578125,105.3203125
20160818,105.2265625,105.2890625
20160819,104.65625,104.71875
20160822,105.7421875,105.8046875
20160823,105.8671875,105.9296875
20160824,105.4921875,105.5546875
20160825,105.15625,105.21875
20160826,104.625,104.6875
20160829,106.2421875,106.3046875
20160830,105.859375,105.921875
20160831,105.84375,105.90625
20160901,105.875,105.9375
20160902,104.78125,104.84375
20160906,106.03125,106.09375
20160907,105.703125,105.765625
20160908,104.2265625,104.2890625
20160909,102.2109375,102.2734375
20160912,102.2890625,102.3515625
20160913,100.765625,100.828125
20160914,101.0703125,101.1328125
20160915,100.765625,100.828125
20160916,101.140625,101.203125
20160919,100.9296875,100.9921875
20160920,101.421875,101.484375
20160921,102.6484375,102.7109375
20160922,103.46875,103.53125
20160923,103.1953125,103.2578125
20160926,103.78125,103.84375
20160927,104.7265625,104.7890625
20160928,104.4140625,104.4765625
20160929,104.734375,104.796875
20160930,98.5546875,98.6171875
20161003,98.03125,98.09375
20161004,96.5546875,96.6171875
20161005,96.2734375,96.3359375
20161006,95.6796875,95.7421875
20161007,95.71875,95.78125
20161011,94.6875,94.75
20161012,94.7421875,94.8046875
20161013,95.1875,95.25
20161014,93.53125,93.59375
20161017,94.25,94.3125
20161018,94.59375,94.65625
20161019,94.609375,94.671875
20161020,94.625,94.6875
20161021,95.0546875,95.1171875
20161024,94.359375,94.421875
20161025,94.765625,94.828125
20161026,93.875,93.9375
20161027,92.4765625,92.5390625
20161028,92.421875,92.484375
20161031,93.1484375,93.2109375
20161101,93.203125,93.265625
20161102,93.40625,93.46875
20161103,92.7109375,92.7734375
20161104,93.5234375,93.5859375
20161107,92.703125,92.765625
20161108,92.40625,92.46875
20161109,88.0703125,88.1328125
20161110,86.0546875,86.1171875
20161114,84.71875,84.78125
20161115,85.6640625,85.7265625
20161116,86.3203125,86.3828125
20161117,84.7265625,84.7890625
20161118,84.3671875,84.4296875
20161121,85.03125,85.09375
20161122,84.90625,84.96875
20161123,84.578125,84.640625
20161125,84.828125,84.890625
20161128,85.3359375,85.3984375
20161129,85.8515625,85.9140625
20161130,84.296875,84.359375
20161201,83.0390625,83.1015625
20161202,83.84375,83.90625
20161205,83.8125,83.875
20161206,83.5625,83.625
20161207,84.5234375,84.5859375
20161208,83.09375,83.15625
20161209,82.2734375,82.3359375
20161212,82.2734375,82.3359375
20161213,82.65625,82.71875
20161214,81.828125,81.890625
20161215,82.171875,82.234375
20161216,81.9375,82
20161219,82.8515625,82.9140625
20161220,82.5625,82.625
20161221,83.1015625,83.1640625
20161222,82.765625,82.828125
20161223,83.0390625,83.1015625
20161227,82.671875,82.734375
20161228,83.375,83.4375
20161229,83.6015625,83.6640625
20161230,96.25,96.3125
